global_document	global_page	document_name	document_number	disease_state
3231150	25	Epcoritamab CRS Management Deck (Launch) (v4.0)	EPCO-AA-00042-FM	DLBCL
3231150	7	Epcoritamab CRS Management Deck (Launch) (v4.0)	EPCO-AA-00042-FM	DLBCL
3231150	5	Epcoritamab CRS Management Deck (Launch) (v4.0)	EPCO-AA-00042-FM	DLBCL
3231150	18	Epcoritamab CRS Management Deck (Launch) (v4.0)	EPCO-AA-00042-FM	DLBCL
3231150	9	Epcoritamab CRS Management Deck (Launch) (v4.0)	EPCO-AA-00042-FM	DLBCL
3231150	10	Epcoritamab CRS Management Deck (Launch) (v4.0)	EPCO-AA-00042-FM	DLBCL
6066940	17	UPA CD Fistulizing Overview Infographic Deck (v1.0)	JAKa-AA-00713-FM	Crohns Disease (CD)
6066940	3	UPA CD Fistulizing Overview Infographic Deck (v1.0)	JAKa-AA-00713-FM	Crohns Disease (CD)
1817770	24	Reactive ASCO-EHA 2022 Key Highlights_GMA (v1.0)	EPCO-AA-00023-FM	Acute Myeloid Leukemia (AML), Chronic Lymphocytic Leukemia (CLL), Multiple Myeloma (MM), Myelodysplastic Syndrome (MDS), Myelofibrosis, Non-Hodgkin's Lymphoma (NHL), Non-small Cell Lung Cancer (NSCLC), Solid Tumor
1817770	6	Reactive ASCO-EHA 2022 Key Highlights_GMA (v1.0)	EPCO-AA-00023-FM	Acute Myeloid Leukemia (AML), Chronic Lymphocytic Leukemia (CLL), Multiple Myeloma (MM), Myelodysplastic Syndrome (MDS), Myelofibrosis, Non-Hodgkin's Lymphoma (NHL), Non-small Cell Lung Cancer (NSCLC), Solid Tumor
1817770	31	Reactive ASCO-EHA 2022 Key Highlights_GMA (v1.0)	EPCO-AA-00023-FM	Acute Myeloid Leukemia (AML), Chronic Lymphocytic Leukemia (CLL), Multiple Myeloma (MM), Myelodysplastic Syndrome (MDS), Myelofibrosis, Non-Hodgkin's Lymphoma (NHL), Non-small Cell Lung Cancer (NSCLC), Solid Tumor
1817770	4	Reactive ASCO-EHA 2022 Key Highlights_GMA (v1.0)	EPCO-AA-00023-FM	Acute Myeloid Leukemia (AML), Chronic Lymphocytic Leukemia (CLL), Multiple Myeloma (MM), Myelodysplastic Syndrome (MDS), Myelofibrosis, Non-Hodgkin's Lymphoma (NHL), Non-small Cell Lung Cancer (NSCLC), Solid Tumor
1817770	26	Reactive ASCO-EHA 2022 Key Highlights_GMA (v1.0)	EPCO-AA-00023-FM	Acute Myeloid Leukemia (AML), Chronic Lymphocytic Leukemia (CLL), Multiple Myeloma (MM), Myelodysplastic Syndrome (MDS), Myelofibrosis, Non-Hodgkin's Lymphoma (NHL), Non-small Cell Lung Cancer (NSCLC), Solid Tumor
1817770	8	Reactive ASCO-EHA 2022 Key Highlights_GMA (v1.0)	EPCO-AA-00023-FM	Acute Myeloid Leukemia (AML), Chronic Lymphocytic Leukemia (CLL), Multiple Myeloma (MM), Myelodysplastic Syndrome (MDS), Myelofibrosis, Non-Hodgkin's Lymphoma (NHL), Non-small Cell Lung Cancer (NSCLC), Solid Tumor
1817770	32	Reactive ASCO-EHA 2022 Key Highlights_GMA (v1.0)	EPCO-AA-00023-FM	Acute Myeloid Leukemia (AML), Chronic Lymphocytic Leukemia (CLL), Multiple Myeloma (MM), Myelodysplastic Syndrome (MDS), Myelofibrosis, Non-Hodgkin's Lymphoma (NHL), Non-small Cell Lung Cancer (NSCLC), Solid Tumor
1817770	5	Reactive ASCO-EHA 2022 Key Highlights_GMA (v1.0)	EPCO-AA-00023-FM	Acute Myeloid Leukemia (AML), Chronic Lymphocytic Leukemia (CLL), Multiple Myeloma (MM), Myelodysplastic Syndrome (MDS), Myelofibrosis, Non-Hodgkin's Lymphoma (NHL), Non-small Cell Lung Cancer (NSCLC), Solid Tumor
1817770	35	Reactive ASCO-EHA 2022 Key Highlights_GMA (v1.0)	EPCO-AA-00023-FM	Acute Myeloid Leukemia (AML), Chronic Lymphocytic Leukemia (CLL), Multiple Myeloma (MM), Myelodysplastic Syndrome (MDS), Myelofibrosis, Non-Hodgkin's Lymphoma (NHL), Non-small Cell Lung Cancer (NSCLC), Solid Tumor
1817770	19	Reactive ASCO-EHA 2022 Key Highlights_GMA (v1.0)	EPCO-AA-00023-FM	Acute Myeloid Leukemia (AML), Chronic Lymphocytic Leukemia (CLL), Multiple Myeloma (MM), Myelodysplastic Syndrome (MDS), Myelofibrosis, Non-Hodgkin's Lymphoma (NHL), Non-small Cell Lung Cancer (NSCLC), Solid Tumor
1817770	13	Reactive ASCO-EHA 2022 Key Highlights_GMA (v1.0)	EPCO-AA-00023-FM	Acute Myeloid Leukemia (AML), Chronic Lymphocytic Leukemia (CLL), Multiple Myeloma (MM), Myelodysplastic Syndrome (MDS), Myelofibrosis, Non-Hodgkin's Lymphoma (NHL), Non-small Cell Lung Cancer (NSCLC), Solid Tumor
1817770	14	Reactive ASCO-EHA 2022 Key Highlights_GMA (v1.0)	EPCO-AA-00023-FM	Acute Myeloid Leukemia (AML), Chronic Lymphocytic Leukemia (CLL), Multiple Myeloma (MM), Myelodysplastic Syndrome (MDS), Myelofibrosis, Non-Hodgkin's Lymphoma (NHL), Non-small Cell Lung Cancer (NSCLC), Solid Tumor
1817770	7	Reactive ASCO-EHA 2022 Key Highlights_GMA (v1.0)	EPCO-AA-00023-FM	Acute Myeloid Leukemia (AML), Chronic Lymphocytic Leukemia (CLL), Multiple Myeloma (MM), Myelodysplastic Syndrome (MDS), Myelofibrosis, Non-Hodgkin's Lymphoma (NHL), Non-small Cell Lung Cancer (NSCLC), Solid Tumor
5654047	6	VEN+HMA Genetic Risk Stratification Story Deck (v1.0)	BCL2-AA-00271-FM	Acute Myeloid Leukemia (AML)
5654047	25	VEN+HMA Genetic Risk Stratification Story Deck (v1.0)	BCL2-AA-00271-FM	Acute Myeloid Leukemia (AML)
5654047	10	VEN+HMA Genetic Risk Stratification Story Deck (v1.0)	BCL2-AA-00271-FM	Acute Myeloid Leukemia (AML)
6140695	6	M22-003 Protocol V4 Interactive Trial Summary (v1.0)	EPCO-AA-00072-FM	Follicular Lymphoma
6459676	2	FL Dosing Infographic - Syringe to Syringe Print format (v1.0)	EPCO-AA-00074-FM	Follicular Lymphoma
3776677	20	Venetoclax Therapy Management in AML Core Deck (v3.0)	BCL2-AA-00239-FM	Acute Myeloid Leukemia (AML)
3776677	6	Venetoclax Therapy Management in AML Core Deck (v3.0)	BCL2-AA-00239-FM	Acute Myeloid Leukemia (AML)
3776677	12	Venetoclax Therapy Management in AML Core Deck (v3.0)	BCL2-AA-00239-FM	Acute Myeloid Leukemia (AML)
3776677	14	Venetoclax Therapy Management in AML Core Deck (v3.0)	BCL2-AA-00239-FM	Acute Myeloid Leukemia (AML)
3776677	40	Venetoclax Therapy Management in AML Core Deck (v3.0)	BCL2-AA-00239-FM	Acute Myeloid Leukemia (AML)
3776677	39	Venetoclax Therapy Management in AML Core Deck (v3.0)	BCL2-AA-00239-FM	Acute Myeloid Leukemia (AML)
3776677	1	Venetoclax Therapy Management in AML Core Deck (v3.0)	BCL2-AA-00239-FM	Acute Myeloid Leukemia (AML)
3776677	11	Venetoclax Therapy Management in AML Core Deck (v3.0)	BCL2-AA-00239-FM	Acute Myeloid Leukemia (AML)
3776677	38	Venetoclax Therapy Management in AML Core Deck (v3.0)	BCL2-AA-00239-FM	Acute Myeloid Leukemia (AML)
3776677	27	Venetoclax Therapy Management in AML Core Deck (v3.0)	BCL2-AA-00239-FM	Acute Myeloid Leukemia (AML)
3776677	19	Venetoclax Therapy Management in AML Core Deck (v3.0)	BCL2-AA-00239-FM	Acute Myeloid Leukemia (AML)
3776677	30	Venetoclax Therapy Management in AML Core Deck (v3.0)	BCL2-AA-00239-FM	Acute Myeloid Leukemia (AML)
3776677	49	Venetoclax Therapy Management in AML Core Deck (v3.0)	BCL2-AA-00239-FM	Acute Myeloid Leukemia (AML)
3688927	2	ASH 2023 Congress Compendia (v4.0)	BCMA-AA-00016-FM	Acute Myeloid Leukemia (AML), Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Hematologic Malignancies, Mantle Cell Lymphoma, Multiple Myeloma (MM), Myelodysplastic Syndrome (MDS), Myelofibrosis, Non-Hodgkin's Lymphoma (NHL)
3688927	31	ASH 2023 Congress Compendia (v4.0)	BCMA-AA-00016-FM	Acute Myeloid Leukemia (AML), Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Hematologic Malignancies, Mantle Cell Lymphoma, Multiple Myeloma (MM), Myelodysplastic Syndrome (MDS), Myelofibrosis, Non-Hodgkin's Lymphoma (NHL)
3688927	1	ASH 2023 Congress Compendia (v4.0)	BCMA-AA-00016-FM	Acute Myeloid Leukemia (AML), Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Hematologic Malignancies, Mantle Cell Lymphoma, Multiple Myeloma (MM), Myelodysplastic Syndrome (MDS), Myelofibrosis, Non-Hodgkin's Lymphoma (NHL)
3688927	207	ASH 2023 Congress Compendia (v4.0)	BCMA-AA-00016-FM	Acute Myeloid Leukemia (AML), Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Hematologic Malignancies, Mantle Cell Lymphoma, Multiple Myeloma (MM), Myelodysplastic Syndrome (MDS), Myelofibrosis, Non-Hodgkin's Lymphoma (NHL)
1543815	19	CLL13 Proactive Deck (v11.0)	BCL2-AA-00131-FM	Chronic Lymphocytic Leukemia (CLL)
1543815	15	CLL13 Proactive Deck (v11.0)	BCL2-AA-00131-FM	Chronic Lymphocytic Leukemia (CLL)
1543815	14	CLL13 Proactive Deck (v11.0)	BCL2-AA-00131-FM	Chronic Lymphocytic Leukemia (CLL)
2455704	7	VIALE-M Protocol Training Slides (v1.0)	BCL2-AA-00187-FM	Acute Myeloid Leukemia (AML), Hematologic Malignancies
2455704	36	VIALE-M Protocol Training Slides (v1.0)	BCL2-AA-00187-FM	Acute Myeloid Leukemia (AML), Hematologic Malignancies
2455704	37	VIALE-M Protocol Training Slides (v1.0)	BCL2-AA-00187-FM	Acute Myeloid Leukemia (AML), Hematologic Malignancies
2455704	40	VIALE-M Protocol Training Slides (v1.0)	BCL2-AA-00187-FM	Acute Myeloid Leukemia (AML), Hematologic Malignancies
2455704	8	VIALE-M Protocol Training Slides (v1.0)	BCL2-AA-00187-FM	Acute Myeloid Leukemia (AML), Hematologic Malignancies
2455704	16	VIALE-M Protocol Training Slides (v1.0)	BCL2-AA-00187-FM	Acute Myeloid Leukemia (AML), Hematologic Malignancies
2455704	18	VIALE-M Protocol Training Slides (v1.0)	BCL2-AA-00187-FM	Acute Myeloid Leukemia (AML), Hematologic Malignancies
2455704	3	VIALE-M Protocol Training Slides (v1.0)	BCL2-AA-00187-FM	Acute Myeloid Leukemia (AML), Hematologic Malignancies
2455704	5	VIALE-M Protocol Training Slides (v1.0)	BCL2-AA-00187-FM	Acute Myeloid Leukemia (AML), Hematologic Malignancies
1029618	11	AML Disease State & Treatment Landscape (v4.0)	BCL2-AA-00077-FM	Acute Myeloid Leukemia (AML)
1029618	20	AML Disease State & Treatment Landscape (v4.0)	BCL2-AA-00077-FM	Acute Myeloid Leukemia (AML)
1029618	2	AML Disease State & Treatment Landscape (v4.0)	BCL2-AA-00077-FM	Acute Myeloid Leukemia (AML)
1029618	19	AML Disease State & Treatment Landscape (v4.0)	BCL2-AA-00077-FM	Acute Myeloid Leukemia (AML)
1029618	37	AML Disease State & Treatment Landscape (v4.0)	BCL2-AA-00077-FM	Acute Myeloid Leukemia (AML)
1029618	15	AML Disease State & Treatment Landscape (v4.0)	BCL2-AA-00077-FM	Acute Myeloid Leukemia (AML)
1029618	24	AML Disease State & Treatment Landscape (v4.0)	BCL2-AA-00077-FM	Acute Myeloid Leukemia (AML)
1029618	6	AML Disease State & Treatment Landscape (v4.0)	BCL2-AA-00077-FM	Acute Myeloid Leukemia (AML)
1029618	13	AML Disease State & Treatment Landscape (v4.0)	BCL2-AA-00077-FM	Acute Myeloid Leukemia (AML)
1029618	22	AML Disease State & Treatment Landscape (v4.0)	BCL2-AA-00077-FM	Acute Myeloid Leukemia (AML)
1029618	4	AML Disease State & Treatment Landscape (v4.0)	BCL2-AA-00077-FM	Acute Myeloid Leukemia (AML)
1029618	39	AML Disease State & Treatment Landscape (v4.0)	BCL2-AA-00077-FM	Acute Myeloid Leukemia (AML)
1029618	35	AML Disease State & Treatment Landscape (v4.0)	BCL2-AA-00077-FM	Acute Myeloid Leukemia (AML)
1029618	26	AML Disease State & Treatment Landscape (v4.0)	BCL2-AA-00077-FM	Acute Myeloid Leukemia (AML)
1029618	12	AML Disease State & Treatment Landscape (v4.0)	BCL2-AA-00077-FM	Acute Myeloid Leukemia (AML)
1029618	21	AML Disease State & Treatment Landscape (v4.0)	BCL2-AA-00077-FM	Acute Myeloid Leukemia (AML)
1029618	38	AML Disease State & Treatment Landscape (v4.0)	BCL2-AA-00077-FM	Acute Myeloid Leukemia (AML)
1029618	16	AML Disease State & Treatment Landscape (v4.0)	BCL2-AA-00077-FM	Acute Myeloid Leukemia (AML)
1029618	34	AML Disease State & Treatment Landscape (v4.0)	BCL2-AA-00077-FM	Acute Myeloid Leukemia (AML)
1029618	25	AML Disease State & Treatment Landscape (v4.0)	BCL2-AA-00077-FM	Acute Myeloid Leukemia (AML)
1029618	7	AML Disease State & Treatment Landscape (v4.0)	BCL2-AA-00077-FM	Acute Myeloid Leukemia (AML)
1029618	14	AML Disease State & Treatment Landscape (v4.0)	BCL2-AA-00077-FM	Acute Myeloid Leukemia (AML)
1029618	32	AML Disease State & Treatment Landscape (v4.0)	BCL2-AA-00077-FM	Acute Myeloid Leukemia (AML)
1029618	23	AML Disease State & Treatment Landscape (v4.0)	BCL2-AA-00077-FM	Acute Myeloid Leukemia (AML)
1029618	5	AML Disease State & Treatment Landscape (v4.0)	BCL2-AA-00077-FM	Acute Myeloid Leukemia (AML)
1029618	18	AML Disease State & Treatment Landscape (v4.0)	BCL2-AA-00077-FM	Acute Myeloid Leukemia (AML)
1029618	36	AML Disease State & Treatment Landscape (v4.0)	BCL2-AA-00077-FM	Acute Myeloid Leukemia (AML)
1029618	27	AML Disease State & Treatment Landscape (v4.0)	BCL2-AA-00077-FM	Acute Myeloid Leukemia (AML)
1029618	1	AML Disease State & Treatment Landscape (v4.0)	BCL2-AA-00077-FM	Acute Myeloid Leukemia (AML)
1029618	10	AML Disease State & Treatment Landscape (v4.0)	BCL2-AA-00077-FM	Acute Myeloid Leukemia (AML)
6530931	37	M22-128 STV Deck Protocol Version 4 (v1.0)	EPCO-AA-00078-FM	DLBCL
6530931	46	M22-128 STV Deck Protocol Version 4 (v1.0)	EPCO-AA-00078-FM	DLBCL
6530931	33	M22-128 STV Deck Protocol Version 4 (v1.0)	EPCO-AA-00078-FM	DLBCL
6530931	31	M22-128 STV Deck Protocol Version 4 (v1.0)	EPCO-AA-00078-FM	DLBCL
6530931	40	M22-128 STV Deck Protocol Version 4 (v1.0)	EPCO-AA-00078-FM	DLBCL
6530931	48	M22-128 STV Deck Protocol Version 4 (v1.0)	EPCO-AA-00078-FM	DLBCL
6530931	35	M22-128 STV Deck Protocol Version 4 (v1.0)	EPCO-AA-00078-FM	DLBCL
6530931	44	M22-128 STV Deck Protocol Version 4 (v1.0)	EPCO-AA-00078-FM	DLBCL
6530931	30	M22-128 STV Deck Protocol Version 4 (v1.0)	EPCO-AA-00078-FM	DLBCL
6530931	56	M22-128 STV Deck Protocol Version 4 (v1.0)	EPCO-AA-00078-FM	DLBCL
6530931	38	M22-128 STV Deck Protocol Version 4 (v1.0)	EPCO-AA-00078-FM	DLBCL
6530931	47	M22-128 STV Deck Protocol Version 4 (v1.0)	EPCO-AA-00078-FM	DLBCL
6530931	52	M22-128 STV Deck Protocol Version 4 (v1.0)	EPCO-AA-00078-FM	DLBCL
6530931	25	M22-128 STV Deck Protocol Version 4 (v1.0)	EPCO-AA-00078-FM	DLBCL
6530931	7	M22-128 STV Deck Protocol Version 4 (v1.0)	EPCO-AA-00078-FM	DLBCL
6530931	43	M22-128 STV Deck Protocol Version 4 (v1.0)	EPCO-AA-00078-FM	DLBCL
6530931	50	M22-128 STV Deck Protocol Version 4 (v1.0)	EPCO-AA-00078-FM	DLBCL
6530931	32	M22-128 STV Deck Protocol Version 4 (v1.0)	EPCO-AA-00078-FM	DLBCL
6530931	5	M22-128 STV Deck Protocol Version 4 (v1.0)	EPCO-AA-00078-FM	DLBCL
6530931	41	M22-128 STV Deck Protocol Version 4 (v1.0)	EPCO-AA-00078-FM	DLBCL
6530931	67	M22-128 STV Deck Protocol Version 4 (v1.0)	EPCO-AA-00078-FM	DLBCL
6530931	49	M22-128 STV Deck Protocol Version 4 (v1.0)	EPCO-AA-00078-FM	DLBCL
6530931	54	M22-128 STV Deck Protocol Version 4 (v1.0)	EPCO-AA-00078-FM	DLBCL
6530931	36	M22-128 STV Deck Protocol Version 4 (v1.0)	EPCO-AA-00078-FM	DLBCL
717013	37	Neutropenia in Venetoclax CLL Trials (v3.0)	BCL2-AA-00036-FM	Chronic Lymphocytic Leukemia (CLL)
717013	38	Neutropenia in Venetoclax CLL Trials (v3.0)	BCL2-AA-00036-FM	Chronic Lymphocytic Leukemia (CLL)
717013	61	Neutropenia in Venetoclax CLL Trials (v3.0)	BCL2-AA-00036-FM	Chronic Lymphocytic Leukemia (CLL)
717013	23	Neutropenia in Venetoclax CLL Trials (v3.0)	BCL2-AA-00036-FM	Chronic Lymphocytic Leukemia (CLL)
717013	27	Neutropenia in Venetoclax CLL Trials (v3.0)	BCL2-AA-00036-FM	Chronic Lymphocytic Leukemia (CLL)
717013	4	Neutropenia in Venetoclax CLL Trials (v3.0)	BCL2-AA-00036-FM	Chronic Lymphocytic Leukemia (CLL)
717013	44	Neutropenia in Venetoclax CLL Trials (v3.0)	BCL2-AA-00036-FM	Chronic Lymphocytic Leukemia (CLL)
717013	43	Neutropenia in Venetoclax CLL Trials (v3.0)	BCL2-AA-00036-FM	Chronic Lymphocytic Leukemia (CLL)
717013	67	Neutropenia in Venetoclax CLL Trials (v3.0)	BCL2-AA-00036-FM	Chronic Lymphocytic Leukemia (CLL)
1584944	11	MURANO Core 5 year Update  - Compelling Content (v1.0)	BCL2-AA-00142-FM	Chronic Lymphocytic Leukemia (CLL)
1584944	19	MURANO Core 5 year Update  - Compelling Content (v1.0)	BCL2-AA-00142-FM	Chronic Lymphocytic Leukemia (CLL)
1584944	28	MURANO Core 5 year Update  - Compelling Content (v1.0)	BCL2-AA-00142-FM	Chronic Lymphocytic Leukemia (CLL)
1584944	46	MURANO Core 5 year Update  - Compelling Content (v1.0)	BCL2-AA-00142-FM	Chronic Lymphocytic Leukemia (CLL)
1584944	15	MURANO Core 5 year Update  - Compelling Content (v1.0)	BCL2-AA-00142-FM	Chronic Lymphocytic Leukemia (CLL)
1584944	33	MURANO Core 5 year Update  - Compelling Content (v1.0)	BCL2-AA-00142-FM	Chronic Lymphocytic Leukemia (CLL)
1584944	13	MURANO Core 5 year Update  - Compelling Content (v1.0)	BCL2-AA-00142-FM	Chronic Lymphocytic Leukemia (CLL)
1584944	40	MURANO Core 5 year Update  - Compelling Content (v1.0)	BCL2-AA-00142-FM	Chronic Lymphocytic Leukemia (CLL)
1584944	4	MURANO Core 5 year Update  - Compelling Content (v1.0)	BCL2-AA-00142-FM	Chronic Lymphocytic Leukemia (CLL)
1584944	39	MURANO Core 5 year Update  - Compelling Content (v1.0)	BCL2-AA-00142-FM	Chronic Lymphocytic Leukemia (CLL)
1584944	48	MURANO Core 5 year Update  - Compelling Content (v1.0)	BCL2-AA-00142-FM	Chronic Lymphocytic Leukemia (CLL)
1584944	35	MURANO Core 5 year Update  - Compelling Content (v1.0)	BCL2-AA-00142-FM	Chronic Lymphocytic Leukemia (CLL)
1584944	44	MURANO Core 5 year Update  - Compelling Content (v1.0)	BCL2-AA-00142-FM	Chronic Lymphocytic Leukemia (CLL)
1584944	30	MURANO Core 5 year Update  - Compelling Content (v1.0)	BCL2-AA-00142-FM	Chronic Lymphocytic Leukemia (CLL)
1584944	21	MURANO Core 5 year Update  - Compelling Content (v1.0)	BCL2-AA-00142-FM	Chronic Lymphocytic Leukemia (CLL)
1584944	3	MURANO Core 5 year Update  - Compelling Content (v1.0)	BCL2-AA-00142-FM	Chronic Lymphocytic Leukemia (CLL)
1584944	38	MURANO Core 5 year Update  - Compelling Content (v1.0)	BCL2-AA-00142-FM	Chronic Lymphocytic Leukemia (CLL)
1584944	29	MURANO Core 5 year Update  - Compelling Content (v1.0)	BCL2-AA-00142-FM	Chronic Lymphocytic Leukemia (CLL)
1584944	47	MURANO Core 5 year Update  - Compelling Content (v1.0)	BCL2-AA-00142-FM	Chronic Lymphocytic Leukemia (CLL)
1584944	16	MURANO Core 5 year Update  - Compelling Content (v1.0)	BCL2-AA-00142-FM	Chronic Lymphocytic Leukemia (CLL)
1584944	34	MURANO Core 5 year Update  - Compelling Content (v1.0)	BCL2-AA-00142-FM	Chronic Lymphocytic Leukemia (CLL)
1584944	7	MURANO Core 5 year Update  - Compelling Content (v1.0)	BCL2-AA-00142-FM	Chronic Lymphocytic Leukemia (CLL)
1584944	43	MURANO Core 5 year Update  - Compelling Content (v1.0)	BCL2-AA-00142-FM	Chronic Lymphocytic Leukemia (CLL)
1584944	14	MURANO Core 5 year Update  - Compelling Content (v1.0)	BCL2-AA-00142-FM	Chronic Lymphocytic Leukemia (CLL)
1584944	32	MURANO Core 5 year Update  - Compelling Content (v1.0)	BCL2-AA-00142-FM	Chronic Lymphocytic Leukemia (CLL)
1584944	5	MURANO Core 5 year Update  - Compelling Content (v1.0)	BCL2-AA-00142-FM	Chronic Lymphocytic Leukemia (CLL)
1584944	36	MURANO Core 5 year Update  - Compelling Content (v1.0)	BCL2-AA-00142-FM	Chronic Lymphocytic Leukemia (CLL)
1584944	27	MURANO Core 5 year Update  - Compelling Content (v1.0)	BCL2-AA-00142-FM	Chronic Lymphocytic Leukemia (CLL)
1584944	9	MURANO Core 5 year Update  - Compelling Content (v1.0)	BCL2-AA-00142-FM	Chronic Lymphocytic Leukemia (CLL)
1584944	45	MURANO Core 5 year Update  - Compelling Content (v1.0)	BCL2-AA-00142-FM	Chronic Lymphocytic Leukemia (CLL)
1584944	10	MURANO Core 5 year Update  - Compelling Content (v1.0)	BCL2-AA-00142-FM	Chronic Lymphocytic Leukemia (CLL)
1584944	37	MURANO Core 5 year Update  - Compelling Content (v1.0)	BCL2-AA-00142-FM	Chronic Lymphocytic Leukemia (CLL)
1584944	31	MURANO Core 5 year Update  - Compelling Content (v1.0)	BCL2-AA-00142-FM	Chronic Lymphocytic Leukemia (CLL)
1584944	26	MURANO Core 5 year Update  - Compelling Content (v1.0)	BCL2-AA-00142-FM	Chronic Lymphocytic Leukemia (CLL)
1584944	8	MURANO Core 5 year Update  - Compelling Content (v1.0)	BCL2-AA-00142-FM	Chronic Lymphocytic Leukemia (CLL)
1584944	41	MURANO Core 5 year Update  - Compelling Content (v1.0)	BCL2-AA-00142-FM	Chronic Lymphocytic Leukemia (CLL)
621280	20	CLL-14 Core Study Deck (v20.0)	BCL2-AA-00026-FM	Chronic Lymphocytic Leukemia (CLL)
621280	55	CLL-14 Core Study Deck (v20.0)	BCL2-AA-00026-FM	Chronic Lymphocytic Leukemia (CLL)
621280	37	CLL-14 Core Study Deck (v20.0)	BCL2-AA-00026-FM	Chronic Lymphocytic Leukemia (CLL)
621280	28	CLL-14 Core Study Deck (v20.0)	BCL2-AA-00026-FM	Chronic Lymphocytic Leukemia (CLL)
621280	64	CLL-14 Core Study Deck (v20.0)	BCL2-AA-00026-FM	Chronic Lymphocytic Leukemia (CLL)
621280	15	CLL-14 Core Study Deck (v20.0)	BCL2-AA-00026-FM	Chronic Lymphocytic Leukemia (CLL)
621280	33	CLL-14 Core Study Deck (v20.0)	BCL2-AA-00026-FM	Chronic Lymphocytic Leukemia (CLL)
621280	60	CLL-14 Core Study Deck (v20.0)	BCL2-AA-00026-FM	Chronic Lymphocytic Leukemia (CLL)
621280	31	CLL-14 Core Study Deck (v20.0)	BCL2-AA-00026-FM	Chronic Lymphocytic Leukemia (CLL)
621280	40	CLL-14 Core Study Deck (v20.0)	BCL2-AA-00026-FM	Chronic Lymphocytic Leukemia (CLL)
621280	39	CLL-14 Core Study Deck (v20.0)	BCL2-AA-00026-FM	Chronic Lymphocytic Leukemia (CLL)
621280	48	CLL-14 Core Study Deck (v20.0)	BCL2-AA-00026-FM	Chronic Lymphocytic Leukemia (CLL)
621280	35	CLL-14 Core Study Deck (v20.0)	BCL2-AA-00026-FM	Chronic Lymphocytic Leukemia (CLL)
621280	26	CLL-14 Core Study Deck (v20.0)	BCL2-AA-00026-FM	Chronic Lymphocytic Leukemia (CLL)
621280	44	CLL-14 Core Study Deck (v20.0)	BCL2-AA-00026-FM	Chronic Lymphocytic Leukemia (CLL)
621280	38	CLL-14 Core Study Deck (v20.0)	BCL2-AA-00026-FM	Chronic Lymphocytic Leukemia (CLL)
621280	65	CLL-14 Core Study Deck (v20.0)	BCL2-AA-00026-FM	Chronic Lymphocytic Leukemia (CLL)
621280	29	CLL-14 Core Study Deck (v20.0)	BCL2-AA-00026-FM	Chronic Lymphocytic Leukemia (CLL)
621280	83	CLL-14 Core Study Deck (v20.0)	BCL2-AA-00026-FM	Chronic Lymphocytic Leukemia (CLL)
621280	47	CLL-14 Core Study Deck (v20.0)	BCL2-AA-00026-FM	Chronic Lymphocytic Leukemia (CLL)
621280	34	CLL-14 Core Study Deck (v20.0)	BCL2-AA-00026-FM	Chronic Lymphocytic Leukemia (CLL)
621280	61	CLL-14 Core Study Deck (v20.0)	BCL2-AA-00026-FM	Chronic Lymphocytic Leukemia (CLL)
621280	43	CLL-14 Core Study Deck (v20.0)	BCL2-AA-00026-FM	Chronic Lymphocytic Leukemia (CLL)
621280	69	CLL-14 Core Study Deck (v20.0)	BCL2-AA-00026-FM	Chronic Lymphocytic Leukemia (CLL)
621280	87	CLL-14 Core Study Deck (v20.0)	BCL2-AA-00026-FM	Chronic Lymphocytic Leukemia (CLL)
621280	50	CLL-14 Core Study Deck (v20.0)	BCL2-AA-00026-FM	Chronic Lymphocytic Leukemia (CLL)
621280	14	CLL-14 Core Study Deck (v20.0)	BCL2-AA-00026-FM	Chronic Lymphocytic Leukemia (CLL)
621280	32	CLL-14 Core Study Deck (v20.0)	BCL2-AA-00026-FM	Chronic Lymphocytic Leukemia (CLL)
621280	58	CLL-14 Core Study Deck (v20.0)	BCL2-AA-00026-FM	Chronic Lymphocytic Leukemia (CLL)
621280	76	CLL-14 Core Study Deck (v20.0)	BCL2-AA-00026-FM	Chronic Lymphocytic Leukemia (CLL)
621280	85	CLL-14 Core Study Deck (v20.0)	BCL2-AA-00026-FM	Chronic Lymphocytic Leukemia (CLL)
621280	49	CLL-14 Core Study Deck (v20.0)	BCL2-AA-00026-FM	Chronic Lymphocytic Leukemia (CLL)
621280	54	CLL-14 Core Study Deck (v20.0)	BCL2-AA-00026-FM	Chronic Lymphocytic Leukemia (CLL)
621280	18	CLL-14 Core Study Deck (v20.0)	BCL2-AA-00026-FM	Chronic Lymphocytic Leukemia (CLL)
621280	36	CLL-14 Core Study Deck (v20.0)	BCL2-AA-00026-FM	Chronic Lymphocytic Leukemia (CLL)
621280	45	CLL-14 Core Study Deck (v20.0)	BCL2-AA-00026-FM	Chronic Lymphocytic Leukemia (CLL)
621280	1	CLL-14 Core Study Deck (v20.0)	BCL2-AA-00026-FM	Chronic Lymphocytic Leukemia (CLL)
621280	19	CLL-14 Core Study Deck (v20.0)	BCL2-AA-00026-FM	Chronic Lymphocytic Leukemia (CLL)
